user_id,table,algorithm,step,median_abs_delta,p25_abs_delta,p75_abs_delta,p95_abs_delta,frac_changed,n
U141,oref_v7,ukf,rts,0.0,0.0,0.0,0.0,5.37735595407738e-05,37193
U141,oref_v7,ukf,update@outlier,61.78949023428976,26.51527910856953,83.16235139871392,134.1331098793574,1.0,27
U142,oref_v7,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,42625
U142,oref_v7,aaps_exponential,filter,1.0,0.0,2.0,4.0,0.6840351906158357,42625
U142,oref_v7,ukf,predict,1.3430309495615802,0.5988673860484823,2.6174097300803965,6.404486939653996,0.9999764561849602,42474
U142,oref_v7,ukf,update,0.8910635211504996,0.39704973551129186,1.7372296041589088,4.263126803995494,0.9999058247398408,42474
U142,oref_v7,ukf,rts,0.0,0.0,0.0,0.0,0.0,42474
U142,oref_v7,ukf,update@outlier,24.175035577883605,16.108386608399595,41.43943745721228,61.55768757082141,1.0,12
U143,oref_v7,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,43296
U143,oref_v7,aaps_exponential,filter,1.0,1.0,3.0,6.0,0.7838137472283814,43296
U143,oref_v7,ukf,predict,2.0659205301371912,0.9204392722394914,4.033869573187985,9.127807868764101,1.0,43257
U143,oref_v7,ukf,update,1.3695473969504093,0.6113725481906584,2.6782925445751573,6.093116352458956,1.0,43257
U143,oref_v7,ukf,rts,0.0,0.0,0.0,0.0,4.6235291397924033e-05,43257
U143,oref_v7,ukf,update@outlier,19.264228208109927,16.43363033291226,25.728852783935793,91.6760424102155,1.0,17
U144,oref_v7,aaps_average,filter,0.0,0.0,0.0,0.0,0.0,73115
U144,oref_v7,aaps_exponential,filter,1.0,0.3999999999999915,2.0,5.0,0.8741708267797306,73115
U144,oref_v7,ukf,predict,1.4774796739990137,0.6139232560294872,3.06652974138467,7.713122922909167,1.0,72958
U144,oref_v7,ukf,update,0.9821017766618212,0.40812680611687213,2.040883773197219,5.177722260679108,0.9999862934839222,72958
U144,oref_v7,ukf,rts,0.0,0.0,0.0,0.0,0.000685325803887168,72958
U144,oref_v7,ukf,update@outlier,19.17438352575317,14.500662342726763,25.245579646630873,42.80983776043702,1.0,27
